gender,age,gross_income,segment,num_credit_cards,active_inactive_start,active_inactive_end,num_products,num_loans,duration
M,26,190123.5,College_Graduated,0,A,1,4,0,5235
F,88,39871.14,Individuals,0,A,1,1,0,3281
F,55,126459.72,Individuals,0,A,1,1,0,5158
M,23,48694.68,College_Graduated,0,I,0,1,0,1089
F,25,287373.27,College_Graduated,0,I,0,1,0,1777
M,86,77214.51,Individuals,0,A,1,3,0,5938
M,24,54005.79,College_Graduated,0,I,0,1,0,1775
F,22,91074.9,College_Graduated,0,I,0,1,0,726
F,81,70850.4,Individuals,0,I,0,0,0,5161
F,34,60647.07,Individuals,0,I,0,1,0,4314
M,30,145447.59,College_Graduated,0,I,0,0,0,1803
M,44,111313.35,Individuals,0,A,1,2,0,5514
M,41,476172.69,Individuals,0,I,0,0,0,4729
F,20,254448.87,College_Graduated,0,I,0,0,0,691
M,25,104058.54,College_Graduated,0,A,1,1,0,720
M,68,233912.04,Individuals,0,I,1,2,0,4234
F,51,157946.37,Individuals,0,I,0,1,0,5521
F,63,59761.08,Individuals,0,A,1,2,0,4726
F,38,75426.57,Individuals,0,A,1,1,0,5164
M,39,79600.23,Individuals,0,A,1,4,0,2388
F,27,40448.07,College_Graduated,0,A,1,1,0,1885
M,37,108434.1,Individuals,0,A,1,3,0,4435
F,34,82090.59,Individuals,0,I,0,0,0,950
F,27,178224.36,Individuals,0,I,0,1,0,2867
F,38,98313.48,Individuals,0,A,1,4,0,985
M,27,294137.97,College_Graduated,0,A,1,1,0,1808
M,23,106982.43,College_Graduated,0,I,1,1,0,1509
M,41,82153.05,Individuals,0,A,1,2,0,5445
F,29,50169.33,College_Graduated,0,I,0,1,0,1405
F,21,98075.19,College_Graduated,0,I,0,1,0,684
F,48,109803.66,Individuals,0,A,1,4,0,6054
M,65,183137.88,Individuals,0,A,1,3,0,1949
F,42,170504.7,Individuals,0,I,0,0,0,7300
F,44,124478.31,Individuals,0,I,0,0,0,4884
M,86,117237.6,Individuals,0,A,1,1,0,661
M,68,219482.16,Individuals,0,I,0,1,0,4554
M,83,73250.43,Individuals,0,I,1,1,0,5232
F,65,114419.16,Individuals,0,A,1,3,0,5445
F,25,99007.41,College_Graduated,0,I,0,1,0,1012
M,46,70737.72,Individuals,0,A,1,3,0,4834
M,47,326087.49,Individuals,0,I,0,0,0,2281
M,76,53948.91,Individuals,0,I,1,1,0,3604
M,66,191190.9,Individuals,0,A,0,2,0,4447
M,23,40634.94,College_Graduated,0,I,0,1,0,1454
M,22,211742.49,College_Graduated,0,I,0,1,0,1004
M,45,221453.1,Individuals,0,A,1,2,0,6338
F,57,144153.03,Individuals,0,I,0,0,0,5632
F,69,83730.87,Individuals,0,I,0,1,0,6824
F,44,296434.65,Individuals,0,I,0,1,0,6418
F,41,145682.37,Individuals,0,A,1,2,0,1256
F,54,176027.73,Individuals,0,I,1,1,0,5840
F,62,138517.98,Individuals,0,I,0,2,0,5412
F,27,118095.69,College_Graduated,0,I,0,1,0,1502
M,53,136169.4,VIP,0,A,1,3,0,4751
M,22,77769.96,College_Graduated,0,I,0,1,0,1074
M,23,475271.58,College_Graduated,0,A,1,2,0,1800
M,20,46869.36,College_Graduated,0,A,1,1,0,415
M,30,128497.62,College_Graduated,0,I,1,1,0,1843
F,44,166539.48,Individuals,0,A,1,2,0,5630
M,51,117886.86,Individuals,0,A,1,5,0,5795
F,30,75495.75,College_Graduated,0,I,0,1,0,1501
F,56,298731.66,Individuals,0,A,1,3,0,5646
F,24,46762.32,College_Graduated,0,A,0,0,0,1439
F,23,70231.89,College_Graduated,0,A,1,1,0,716
F,51,44913.72,Individuals,0,A,1,1,0,590
F,36,125200.44,Individuals,0,A,1,1,0,1788
F,57,72137.67,Individuals,0,I,0,0,0,4135
F,50,138666.66,Individuals,0,A,1,7,0,6772
M,46,263488.41,Individuals,1,A,1,8,0,6662
M,45,152189.88,Individuals,0,I,0,1,0,5357
M,40,81747.42,Individuals,0,A,1,1,0,600
F,47,217141.71,VIP,0,A,1,3,0,5099
F,58,80721.33,Individuals,0,A,0,0,0,571
F,32,55975.44,Individuals,0,A,1,2,0,720
F,43,84152.7,Individuals,0,A,1,2,0,5640
F,51,74469.51,Individuals,0,I,0,2,0,4533
F,24,74353.56,College_Graduated,0,I,0,1,0,1452
M,30,310462.98,Individuals,0,I,0,0,0,580
F,25,52128.93,College_Graduated,0,I,0,1,0,1508
F,46,110138.76,Individuals,0,I,0,1,0,6079
M,25,68095.86,College_Graduated,0,I,0,1,0,1441
M,25,148047.78,College_Graduated,0,I,0,0,0,1133
M,63,377204.01,Individuals,0,A,1,3,0,5659
F,34,50582.55,Individuals,0,I,0,1,0,3867
M,37,123532.29,Individuals,0,I,0,0,0,2295
M,23,43079.94,College_Graduated,0,I,0,1,0,1518
M,23,44049.84,College_Graduated,0,I,0,1,0,780
M,35,48590.37,Individuals,0,A,1,2,0,3351
F,47,102987.36,Individuals,1,A,1,3,0,6747
F,24,27140.91,College_Graduated,0,I,0,1,0,1507
F,34,23211.69,Individuals,0,A,1,1,0,1336
F,42,152621.22,Individuals,0,A,0,2,0,5464
M,22,41374.59,College_Graduated,0,A,1,1,0,1144
F,58,52136.04,Individuals,0,I,0,1,0,692
F,40,60442.65,Individuals,0,A,1,1,0,1087
M,49,144492.21,Individuals,0,I,0,1,0,3903
F,73,158183.19,Individuals,0,I,0,0,0,5850
M,51,140010.69,VIP,0,A,0,1,0,387
F,23,183402.54,College_Graduated,0,I,0,1,0,1830
M,82,36332.49,Individuals,0,I,0,0,0,4220
M,22,26841.15,College_Graduated,0,I,0,1,0,1157
F,45,51216.72,Individuals,0,I,0,0,0,2912
F,21,91076.58,College_Graduated,0,I,0,1,0,702
M,53,186874.92,Individuals,0,A,1,2,0,4080
M,21,149687.61,College_Graduated,0,I,0,1,0,1090
M,40,149163.15,Individuals,0,I,0,1,0,5261
F,77,165055.89,Individuals,0,A,1,1,0,4780
F,41,160888.95,Individuals,0,I,0,0,0,5248
M,24,48989.94,College_Graduated,0,I,0,1,0,1411
M,70,109221.78,Individuals,1,A,1,1,0,2061
F,72,160267.14,Individuals,0,I,0,1,0,4454
F,45,122039.28,Individuals,0,I,0,0,0,3100
F,40,96987.93,Individuals,0,I,0,2,0,2727
F,20,84096.33,College_Graduated,0,I,1,1,0,370
M,42,138275.52,Individuals,0,I,0,0,0,5394
M,44,104455.77,Individuals,0,I,0,0,0,2755
M,11,44342.7,Individuals,0,A,0,1,0,530
F,73,85850.94,Individuals,0,A,1,1,0,5314
M,23,33120.54,College_Graduated,0,A,1,2,0,1741
F,23,69518.85,College_Graduated,0,I,0,1,0,1447
F,26,26294.22,College_Graduated,0,I,0,1,0,741
F,21,93665.64,College_Graduated,0,I,0,1,0,723
F,64,209732.28,Individuals,0,I,0,1,0,4303
M,34,51245.49,Individuals,0,A,1,1,0,5120
M,28,40145.82,College_Graduated,0,I,1,1,0,1501
F,51,61915.8,Individuals,0,A,1,8,1,6156
F,77,171315.72,Individuals,0,A,1,3,0,3797
F,22,49685.94,College_Graduated,0,I,0,1,0,1142
M,32,61388.88,College_Graduated,0,I,0,1,0,1090
F,38,263360.46,Individuals,0,I,0,1,0,3593
F,53,366511.32,Individuals,0,A,1,2,0,3980
M,30,91625.34,College_Graduated,0,I,1,2,0,3626
F,44,144444.84,Individuals,0,A,1,4,0,5282
F,51,95012.73,Individuals,0,I,0,0,0,1444
F,43,144959.07,Individuals,0,A,1,6,0,5045
F,21,173439.09,College_Graduated,0,A,1,1,0,670
F,53,273387.54,Individuals,0,I,0,0,0,6360
M,41,112670.34,Individuals,0,I,0,0,0,4451
F,24,47632.14,College_Graduated,0,A,1,1,0,1801
F,35,128869.56,Individuals,0,I,1,2,0,4160
M,23,48861.96,College_Graduated,0,I,0,1,0,1819
M,23,72852.51,College_Graduated,0,I,0,1,0,1502
F,22,70252.23,College_Graduated,0,A,1,1,0,1433
M,23,73477.08,College_Graduated,0,A,1,1,0,1507
F,47,172632.09,Individuals,0,A,1,5,0,817
M,30,65043.63,College_Graduated,1,A,1,5,0,1123
F,20,238504.77,College_Graduated,0,I,0,0,0,733
F,50,124441.53,VIP,0,A,1,3,0,5396
F,47,54809.55,Individuals,0,A,1,4,1,5458
M,21,77912.49,Individuals,0,A,1,1,0,779
F,24,101879.19,College_Graduated,0,I,0,1,0,1837
F,33,55608.24,Individuals,0,A,1,2,0,4567
F,43,71163.69,Individuals,0,A,1,6,0,4635
M,21,152640.12,College_Graduated,0,I,0,1,0,368
M,65,273807.42,Individuals,0,A,1,2,0,3818
F,22,117163.02,College_Graduated,0,I,0,1,0,702
F,59,77829.54,Individuals,0,I,0,1,0,1788
M,29,81234.24,Individuals,0,A,1,1,0,2883
M,47,218328.57,Individuals,0,I,1,1,0,5002
M,51,109351.8,College_Graduated,0,A,1,6,0,1272
F,45,273447.12,Individuals,0,I,0,2,0,4583
M,58,302445.06,Individuals,0,I,1,2,0,5273
F,51,60214.59,Individuals,0,I,0,0,0,3590
F,38,222851.07,Individuals,0,A,0,0,0,5898
M,56,169599.99,Individuals,0,A,1,3,0,3734
F,25,54981.09,College_Graduated,0,A,1,1,0,1413
M,26,365620.23,Individuals,0,A,1,4,0,681
M,56,216198.54,Individuals,0,A,1,1,0,5241
M,62,95595.21,Individuals,0,I,0,1,0,5553
F,86,114802.2,Individuals,0,A,1,2,0,590
M,24,147002.85,College_Graduated,0,I,0,1,0,1444
F,48,42868.68,Individuals,0,I,0,1,0,747
M,21,73423.68,College_Graduated,0,A,1,1,0,774
M,102,222264.99,Individuals,0,I,0,0,0,5329
F,24,54452.85,College_Graduated,0,I,0,1,0,1781
F,47,59306.19,Individuals,0,A,1,4,0,1952
F,20,75525.9,College_Graduated,0,A,0,1,0,429
M,37,187849.02,Individuals,0,A,1,2,0,1574
F,22,77662.71,College_Graduated,0,A,1,1,0,682
F,23,93258.3,College_Graduated,0,A,1,2,0,1501
F,74,273469.68,Individuals,0,A,1,1,0,1307
M,26,77768.31,College_Graduated,0,I,0,1,0,1745
F,38,135206.25,Individuals,0,I,0,1,0,692
F,64,216049.89,Individuals,0,A,1,3,0,4799
M,23,55950.6,College_Graduated,0,A,0,1,0,1832
F,60,35248.83,Individuals,0,A,1,1,0,954
F,22,65986.02,College_Graduated,0,I,0,1,0,706
M,39,236938.26,Individuals,0,I,0,0,0,6401
F,22,623411.1,College_Graduated,0,I,1,1,0,1103
F,70,164135.76,Individuals,0,I,0,2,0,3769
M,42,75634.23,Individuals,0,A,1,3,0,4213
F,49,169688.67,Individuals,0,A,1,1,0,843
M,34,75363.24,Individuals,0,I,0,1,0,1797
F,48,61853.91,Individuals,0,A,0,2,0,5444
F,43,126917.79,Individuals,0,I,0,1,0,3674
M,53,86565.57,Individuals,0,I,0,1,0,4301
F,53,251314.08,Individuals,1,A,1,5,0,5379
M,73,152570.79,Individuals,0,I,0,2,0,5357
M,56,253776.24,Individuals,0,I,0,1,0,3366
F,25,288997.44,College_Graduated,0,I,0,1,0,1101
M,32,144856.62,College_Graduated,0,I,0,1,0,727
F,32,103994.76,College_Graduated,0,A,1,2,0,1453
F,82,131195.55,Individuals,0,I,0,1,0,6906
M,24,59725.38,College_Graduated,0,A,1,3,0,1396
F,41,114385.38,VIP,0,A,1,3,0,3529
F,63,244097.28,Individuals,0,A,1,2,0,3573
M,28,152157.06,College_Graduated,0,A,1,1,0,1388
M,24,315936.81,College_Graduated,0,I,0,1,0,1502
F,47,180397.62,Individuals,0,A,1,3,0,5966
F,21,129649.92,College_Graduated,0,A,1,1,0,789
M,54,480531.6,VIP,0,A,1,2,0,5276
F,41,211199.97,Individuals,0,A,1,2,0,5164
M,24,231433.5,College_Graduated,0,I,0,1,0,1070
F,46,148995.36,Individuals,0,A,1,3,0,6205
M,90,100800.54,Individuals,0,A,1,1,0,3981
F,53,85472.64,Individuals,0,I,0,0,0,5196
F,46,164064.06,Individuals,0,A,1,3,0,3650
F,37,151349.04,Individuals,0,I,0,0,0,2903
M,38,118510.68,Individuals,0,A,1,1,0,2134
M,22,96042.78,College_Graduated,0,I,0,1,0,1152
F,48,110614.26,Individuals,0,A,1,4,0,5442
F,45,120133.59,Individuals,0,A,1,6,0,5748
F,27,110919.27,College_Graduated,0,I,0,1,0,1518
M,20,224779.44,College_Graduated,0,I,0,1,0,706
F,41,179862.48,Individuals,0,A,1,3,0,1920
F,61,87848.28,Individuals,0,A,1,2,0,604
F,41,203608.71,Individuals,0,A,1,3,0,5815
F,23,75637.68,College_Graduated,0,A,1,1,0,1440
F,25,45618.84,College_Graduated,0,I,0,1,0,1866
F,60,95209.53,Individuals,0,A,1,2,0,4498
F,50,124710.39,VIP,0,A,1,4,0,5627
M,49,76410.78,Individuals,0,I,0,1,0,3342
M,47,78114.84,Individuals,0,A,1,2,0,5434
M,22,73217.58,College_Graduated,0,A,1,1,0,773
F,24,201293.61,College_Graduated,0,A,1,1,0,1315
M,20,33796.56,College_Graduated,0,I,0,0,0,634
M,69,146372.73,Individuals,0,I,0,1,0,4072
M,42,77228.91,Individuals,0,I,0,1,0,5049
M,39,77847.57,Individuals,0,A,1,1,0,2133
M,20,40977.03,College_Graduated,0,A,1,1,0,419
F,28,169844.79,College_Graduated,0,A,1,1,0,530
F,24,14272.86,College_Graduated,0,I,0,0,0,1881
M,21,59329.02,College_Graduated,0,I,0,0,0,768
F,24,121273.59,College_Graduated,0,A,1,4,0,620
F,43,176109.57,Individuals,0,A,1,1,0,3513
M,22,72094.53,College_Graduated,0,I,0,1,0,1006
F,21,97639.56,College_Graduated,0,I,0,1,0,709
F,46,375706.02,Individuals,0,I,0,2,0,2890
M,50,125766.39,Individuals,0,A,1,2,0,5888
F,21,69622.74,College_Graduated,0,I,0,0,0,788
M,49,76054.02,Individuals,0,I,0,0,0,2209
M,67,300240,Individuals,0,A,1,2,0,4696
F,38,71805.42,Individuals,0,I,0,1,0,3057
M,33,165311.04,Individuals,0,I,1,1,0,542
F,35,236079.33,Individuals,0,I,0,0,0,2202
F,33,254928.33,College_Graduated,0,I,0,0,0,1419
F,20,115357.38,College_Graduated,0,A,0,1,0,377
F,41,105014.58,Individuals,0,A,1,2,0,2337
F,30,96149.19,College_Graduated,0,I,0,1,0,1770
F,21,182425.26,College_Graduated,0,A,1,4,0,646
M,72,115687.08,VIP,0,A,1,3,0,5349
M,45,99242.07,VIP,1,A,1,8,0,6712
M,56,87084.42,Individuals,0,A,1,3,0,2419
M,49,76707.18,Individuals,0,A,1,1,0,4011
M,25,219507.42,College_Graduated,0,I,0,1,0,1791
M,43,90799.2,Individuals,0,I,0,0,0,1227
M,45,53045.52,Individuals,0,A,1,1,0,3057
F,58,216533.4,Individuals,0,A,1,7,0,6745
M,25,69680.04,College_Graduated,0,I,0,1,0,1807
M,60,52153.8,Individuals,0,I,0,0,0,1361
F,79,116055.81,Individuals,0,A,1,1,0,6852
F,75,1220093.91,Individuals,0,A,1,2,0,5021
M,39,54874.95,Individuals,0,A,1,1,0,1054
M,27,72525.54,College_Graduated,0,I,0,1,0,1754
F,56,84428.52,Individuals,0,A,1,3,0,4051
F,49,137646.24,Individuals,0,I,0,1,0,4281
M,22,89159.25,College_Graduated,0,I,0,1,0,1137
F,32,36049.62,Individuals,0,A,1,1,0,3363
F,24,129755.19,College_Graduated,0,I,0,1,0,1795
F,76,136448.94,VIP,0,A,1,3,0,5588
F,22,80563.08,College_Graduated,0,I,0,0,0,779
M,23,201399.66,College_Graduated,0,I,0,1,0,1535
M,22,51976.23,College_Graduated,0,I,0,1,0,1097
M,46,136328.49,Individuals,0,A,1,1,0,4171
F,31,71831.49,College_Graduated,0,I,1,1,0,1763
F,47,104744.37,Individuals,0,I,0,0,0,4709
M,29,137532.18,College_Graduated,0,A,1,1,0,3667
M,25,91182.12,College_Graduated,0,I,0,1,0,1391
M,30,82238.61,Individuals,0,I,0,0,0,1297
M,62,119066.01,Individuals,0,A,1,2,0,4710
F,22,288826.17,College_Graduated,0,I,0,0,0,1019
M,44,111313.35,Individuals,0,A,1,2,0,5514
F,35,58482,Individuals,0,I,0,1,0,2859
F,45,126558.39,Individuals,0,A,1,5,1,4245
F,37,64941.75,Individuals,0,A,1,1,0,2813
M,23,103259.76,College_Graduated,0,I,0,1,0,1444
M,24,98695.59,College_Graduated,0,I,0,1,0,1396
M,24,47654.55,College_Graduated,0,A,1,1,0,1850
M,46,78917.52,Individuals,0,A,1,2,0,7172
F,33,38255.79,Individuals,0,A,1,2,0,3918
M,31,54023.85,College_Graduated,0,I,0,1,0,1796
F,44,47276.94,Individuals,0,A,1,2,0,6352
F,66,80157.45,Individuals,0,A,1,2,0,5147
F,37,79398.45,Individuals,0,A,1,2,0,1206
M,40,373020.72,Individuals,0,I,0,0,0,2043
M,72,54666.51,Individuals,0,I,0,0,0,6211
F,29,179318.7,College_Graduated,0,A,1,1,0,793
M,23,182847.78,College_Graduated,0,I,0,1,0,1458
F,21,116463.3,College_Graduated,0,I,0,1,0,786
M,98,123180.99,Individuals,0,I,0,0,0,3082
M,44,127572.54,Individuals,0,A,1,2,0,3818
F,35,106458.21,Individuals,0,A,1,2,0,1237
F,33,79568.49,College_Graduated,0,A,1,1,0,1782
F,53,200766.12,Individuals,0,I,0,1,0,6767
M,55,107496.3,Individuals,0,A,0,0,0,590
F,79,36376.74,VIP,0,A,1,6,0,7584
M,25,75668.4,College_Graduated,0,I,0,1,0,723
M,28,29579.04,College_Graduated,0,I,0,1,0,1383
M,22,145494.48,College_Graduated,0,I,0,1,0,1135
M,21,49382.61,College_Graduated,0,A,1,1,0,794
M,98,719774.4,Individuals,0,A,1,4,0,5242
M,23,117791.91,College_Graduated,0,I,1,1,0,1483
M,38,62764.32,Individuals,0,A,1,2,0,1139
F,39,217178.73,Individuals,0,I,0,0,0,823
M,25,78498.81,College_Graduated,0,I,0,1,0,1424
M,39,85641.6,Individuals,0,A,1,7,0,5633
M,43,122219.7,Individuals,0,A,1,3,0,5134
F,10,116873.7,Individuals,0,A,1,1,0,1521
M,26,88879.35,College_Graduated,0,A,1,1,0,696
M,71,115806.66,Individuals,0,I,1,2,0,4311
F,52,125490.78,Individuals,0,I,0,0,0,6313
M,22,40722.72,College_Graduated,0,I,0,1,0,1067
M,46,50239.59,Individuals,0,A,1,3,0,6868
F,40,108127.8,Individuals,0,A,1,3,0,2495
M,27,126715.44,College_Graduated,0,I,0,1,0,1523
M,50,111967.2,VIP,0,A,1,7,1,6703
F,25,150339.12,College_Graduated,0,I,0,1,0,1082
F,44,29540.49,Individuals,0,I,0,1,0,5575
F,35,216351.99,Individuals,0,A,1,4,0,969
F,36,232892.88,Individuals,0,A,1,2,0,5493
M,58,88520.94,Individuals,0,I,0,1,0,1272
M,43,66951.24,Individuals,0,A,1,1,0,5386
F,24,46339.8,College_Graduated,0,I,0,1,0,1104
F,36,114155.37,Individuals,0,A,1,1,0,564
F,36,339353.64,Individuals,0,I,0,1,0,4358
M,25,419559.75,College_Graduated,0,I,1,1,0,1850
M,56,180401.7,VIP,0,A,1,2,0,3982
M,22,77870.64,College_Graduated,0,A,0,1,0,1074
M,76,82813.35,Individuals,0,I,0,0,0,6305
M,23,507382.17,College_Graduated,0,I,0,0,0,1049
F,28,212217.51,College_Graduated,0,I,0,1,0,1396
F,22,146787.36,College_Graduated,0,I,0,1,0,1447
F,47,227801.88,Individuals,0,I,0,0,0,4623
M,23,123800.25,College_Graduated,0,I,0,1,0,1511
M,63,42279.39,Individuals,0,A,1,1,0,551
F,21,77662.71,College_Graduated,0,A,1,1,0,1026
F,24,209530.38,College_Graduated,0,I,0,1,0,1802
F,28,351186.18,College_Graduated,0,I,0,1,0,1777
F,23,256555.68,College_Graduated,0,A,1,1,0,1392
F,21,252277.11,College_Graduated,0,A,1,1,0,416
F,23,67407.24,College_Graduated,0,I,0,1,0,787
F,46,138571.68,Individuals,0,A,1,1,0,669
M,52,130911.06,Individuals,0,I,0,1,0,3535
M,48,138132.81,Individuals,0,A,1,1,0,4742
M,50,54478.44,Individuals,0,I,0,2,0,5350
F,44,75836.07,Individuals,0,I,0,1,0,5461
M,30,79955.22,College_Graduated,0,A,1,2,0,1245
F,44,292683.12,Individuals,0,A,1,7,1,6341
M,50,857227.71,VIP,1,A,1,11,0,7797
F,38,148669.41,Individuals,0,I,0,0,0,3533
F,24,52856.73,College_Graduated,0,I,1,1,0,1502
M,21,192910.23,College_Graduated,0,I,0,0,0,1027
F,21,41260.89,College_Graduated,0,A,1,1,0,1006
M,31,36297.54,Individuals,0,I,0,0,0,1032
M,37,238973.85,VIP,1,A,1,8,0,3216
F,59,81521.52,Individuals,0,I,0,1,0,5379
M,26,32934.18,College_Graduated,0,I,0,1,0,1877
M,41,229939.8,Individuals,0,I,0,1,0,1714
M,29,66099.24,College_Graduated,0,I,1,1,0,1865
F,48,116794.71,Individuals,0,I,0,0,0,4478
F,47,216715.53,VIP,0,A,1,5,0,5295
F,24,264999.21,College_Graduated,0,I,0,1,0,1867
F,29,47550.39,Individuals,0,I,0,0,0,3615
F,45,166951.53,Individuals,0,A,1,4,0,5506
F,42,88655.97,Individuals,0,I,1,1,0,6278
F,25,37380.3,College_Graduated,0,I,0,1,0,1049
F,51,124602.15,Individuals,0,A,1,2,0,5420
F,24,245640.21,College_Graduated,0,I,0,1,0,1027
F,46,76558.35,Individuals,0,A,1,2,0,4248
M,24,535525.98,College_Graduated,0,I,1,1,0,1859
M,40,105656.43,Individuals,0,A,1,4,0,814
F,29,64994.37,College_Graduated,0,I,0,1,0,1053
M,15,339611.16,Individuals,0,A,1,1,0,1945
F,52,98985.78,Individuals,0,I,0,0,0,6123
F,43,128427.87,Individuals,0,I,0,1,0,5065
F,43,162903.03,Individuals,0,A,1,2,0,4001
F,25,153435.42,College_Graduated,0,I,1,1,0,1046
M,22,64145.85,College_Graduated,0,I,0,1,0,1154
F,52,119938.89,Individuals,0,A,1,2,0,5311
M,26,70606.41,College_Graduated,0,I,0,1,0,1101
F,65,74748.84,Individuals,0,A,1,1,0,3187
F,54,117701.1,Individuals,0,I,0,0,0,4607
F,52,324787.53,Individuals,0,I,0,0,0,2242
M,55,59405.7,Individuals,0,I,0,0,0,3390
F,47,46827.6,Individuals,0,I,0,0,0,3845
F,50,160156.92,Individuals,0,A,1,2,0,1907
F,26,69238.56,College_Graduated,0,I,0,1,0,1812
M,24,59915.88,College_Graduated,0,I,0,1,0,1873
F,37,50424.03,Individuals,0,A,1,4,0,907
M,27,118307.01,College_Graduated,0,I,0,0,0,1732
M,21,106663.41,College_Graduated,0,I,0,1,0,793
F,51,128288.1,Individuals,0,A,1,2,0,4254
M,57,128622.09,Individuals,0,A,1,2,0,1026
F,49,201221.82,VIP,0,A,1,9,0,6767
M,77,114188.82,Individuals,1,A,1,2,0,5793
M,51,62916.06,Individuals,0,I,0,1,0,2966
M,22,70805.1,College_Graduated,0,I,0,1,0,1158
F,46,78547.41,Individuals,0,I,0,0,0,5821
F,59,114444.27,VIP,1,A,1,5,0,2880
F,25,128291.43,College_Graduated,0,A,1,1,0,1831
M,21,78232.56,College_Graduated,0,A,1,1,0,1136
M,41,128048.94,Individuals,0,A,1,4,0,5499
M,85,58671.33,Individuals,0,I,0,1,0,3295
F,39,46647.69,Individuals,0,A,0,0,0,5668
F,63,46482.03,Individuals,0,A,1,4,0,3905
F,42,229208.1,Individuals,0,I,0,0,0,4100
F,55,679292.52,Individuals,0,A,0,0,0,7006
F,59,61205.46,Individuals,0,A,0,0,0,6456
M,26,87525.42,College_Graduated,0,I,1,1,0,1812
M,20,270486.81,College_Graduated,0,I,0,1,0,430
F,22,124719.03,College_Graduated,0,I,0,1,0,703
F,69,39100.89,Individuals,0,I,0,0,0,3766
M,35,41262,Individuals,0,I,0,0,0,1592
M,35,59174.91,Individuals,0,I,0,1,0,1776
M,31,70426.35,Individuals,0,I,0,1,0,943
F,48,76596.93,Individuals,0,I,0,0,0,2180
M,28,388992.06,College_Graduated,0,A,0,1,0,489
F,20,22917.78,College_Graduated,0,A,1,1,0,683
M,21,83842.59,College_Graduated,0,I,0,1,0,691
F,61,159942.78,Individuals,0,A,1,7,1,5603
F,73,109587.75,Individuals,0,A,0,1,0,4815
F,63,51485.04,Individuals,0,A,1,1,0,5795
M,50,163338.51,Individuals,0,A,1,2,0,4986
F,40,107617.08,Individuals,0,I,0,0,0,3873
M,54,117672.15,Individuals,1,A,1,7,0,5324
F,78,356793.87,Individuals,0,A,1,6,0,5350
F,24,75404.16,College_Graduated,0,I,0,1,0,1853
F,62,141400.44,Individuals,0,I,0,2,0,3711
F,24,22005.12,Individuals,0,I,0,0,0,556
M,32,302454,College_Graduated,0,I,0,1,0,1815
F,60,118620.51,Individuals,0,A,1,2,0,4043
M,61,88530.27,Individuals,0,A,1,3,0,601
M,24,94816.98,College_Graduated,0,A,1,1,0,1133
F,64,79750.83,Individuals,0,I,0,0,0,4511
M,60,75441.27,Individuals,0,A,1,2,0,4309
F,70,42378.12,Individuals,0,A,1,2,0,5491
F,48,301129.56,Individuals,0,I,0,0,0,3037
F,27,120365.13,College_Graduated,0,I,0,1,0,1830
M,51,188307.57,Individuals,0,I,1,2,0,5255
M,41,76335.39,Individuals,0,I,0,0,0,2890
M,48,110121.81,Individuals,0,I,0,0,0,1256
F,25,71437.05,College_Graduated,0,A,1,1,0,1776
M,44,110263.38,Individuals,0,A,1,4,0,5493
F,73,327441.45,Individuals,0,I,0,0,0,3033
F,22,51416.94,College_Graduated,0,I,0,1,0,1132
F,23,143290.02,College_Graduated,0,I,0,1,0,1424
F,60,73565.13,Individuals,0,I,0,0,0,776
F,41,223021.17,Individuals,0,I,1,1,0,5347
F,26,71419.62,College_Graduated,0,I,0,1,0,720
F,41,180936.39,Individuals,0,A,1,2,0,4322
M,42,69902.19,Individuals,0,I,0,1,0,1090
F,25,89867.91,College_Graduated,0,I,0,1,0,1424
F,41,70259.55,Individuals,0,I,0,1,0,5577
M,45,53479.53,Individuals,0,I,0,0,0,5788
F,44,231191.04,Individuals,0,I,0,0,0,417
F,44,152224.08,Individuals,0,I,0,0,0,6351
F,32,102813.27,Individuals,0,A,1,3,0,2771
F,23,250556.19,College_Graduated,0,I,0,1,0,1152
M,48,213333.03,Individuals,0,I,0,1,0,3981
M,46,134802.45,Individuals,0,I,0,2,0,4528
F,52,182338.14,Individuals,0,I,0,1,0,3154
M,38,292565.25,Individuals,0,I,0,1,0,3986
F,47,55830.15,Individuals,0,I,1,0,0,723
M,21,142350.45,College_Graduated,0,I,0,1,0,737
F,60,79821.06,Individuals,0,I,0,1,0,2959
M,23,59229.06,College_Graduated,0,I,0,1,0,1066
F,59,151677.18,Individuals,0,I,0,1,0,4511
F,35,92511.27,Individuals,0,A,1,4,0,922
M,39,56269.56,Individuals,0,A,1,4,0,5808
F,47,94097.52,Individuals,0,A,1,2,0,5430
M,38,45242.34,Individuals,0,A,0,0,0,1991
F,40,126096.24,Individuals,0,A,1,3,0,5322
M,57,70950.93,Individuals,0,I,0,1,0,1877
M,61,400023.78,Individuals,0,A,1,2,0,7205
M,30,127380.99,College_Graduated,0,A,1,1,0,1081
M,30,96391.86,College_Graduated,0,A,0,0,0,1033
F,36,69100.98,Individuals,0,A,1,1,0,3540
M,25,66657.9,College_Graduated,0,I,0,1,0,1412
F,55,74001.15,Individuals,0,I,0,1,0,1826
M,20,52814.85,College_Graduated,0,A,0,1,0,403
F,47,54295.5,Individuals,0,A,1,3,0,5379
M,46,41173.71,Individuals,0,A,0,2,0,4316
F,23,98225.58,College_Graduated,0,A,1,3,0,922
M,23,17802.84,College_Graduated,0,I,0,1,0,1504
F,57,45866.73,Individuals,0,I,0,0,0,7522
F,24,78440.79,College_Graduated,0,I,0,1,0,1056
F,24,102133.11,College_Graduated,0,I,0,1,0,733
